product_id,product_name,unit_price_product,units_in_stock,units_on_order,discontinued,supplier_id,company_supplier,city,country,order_id,unit_price_order,quantity,discount,total_order
10,Ikura,31.0,31,0,0,4,Tokyo Traders,Tokyo,Japan,10450,24.8,20,0.2,1265793.0395000004
54,Tourtière,7.45,21,0,0,25,Ma Maison,Montréal,Canada,10450,5.9,6,0.2,1265793.0395000004
55,Pâté chinois,24.0,115,0,0,25,Ma Maison,Montréal,Canada,10451,19.2,120,0.1,1265793.0395000004
64,Wimmers gute Semmelknödel,33.25,22,80,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10451,26.6,35,0.1,1265793.0395000004
65,Louisiana Fiery Hot Pepper Sauce,21.05,76,0,0,2,New Orleans Cajun Delights,New Orleans,USA,10451,16.8,28,0.1,1265793.0395000004
77,Original Frankfurter grüne Soße,13.0,32,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10451,10.4,55,0.1,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10452,36.4,15,0.0,1265793.0395000004
44,Gula Malacca,19.45,27,0,0,20,Leka Trading,Singapore,Singapore,10452,15.5,100,0.05,1265793.0395000004
48,Chocolade,12.75,15,70,0,22,Zaanse Snoepfabriek,Zaandam,Netherlands,10453,10.2,15,0.1,1265793.0395000004
70,Outback Lager,15.0,15,10,0,7,"Pavlova, Ltd.",Melbourne,Australia,10453,12.0,25,0.1,1265793.0395000004
16,Pavlova,17.45,29,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10454,13.9,20,0.2,1265793.0395000004
33,Geitost,2.5,112,0,0,15,Norske Meierier,Sandvika,Norway,10454,2.0,20,0.2,1265793.0395000004
46,Spegesild,12.0,95,0,0,21,Lyngbysild,Lyngby,Denmark,10454,9.6,10,0.2,1265793.0395000004
39,Chartreuse verte,18.0,69,0,0,18,Aux joyeux ecclésiastiques,Paris,France,10455,14.4,20,0.0,1265793.0395000004
53,Perth Pasties,32.8,0,0,1,24,"G'day, Mate",Sydney,Australia,10455,26.2,50,0.0,1265793.0395000004
61,Sirop d'érable,28.5,113,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10455,22.8,25,0.0,1265793.0395000004
71,Flotemysost,21.5,26,0,0,15,Norske Meierier,Sandvika,Norway,10455,17.2,30,0.0,1265793.0395000004
21,Sir Rodney's Scones,10.0,3,40,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10456,8.0,40,0.15,1265793.0395000004
49,Maxilaku,20.0,10,60,0,23,Karkki Oy,Lappeenranta,Finland,10456,16.0,21,0.15,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10457,44.0,36,0.0,1265793.0395000004
26,Gumbär Gummibärchen,31.23,15,0,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,10458,24.9,30,0.0,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10458,36.4,30,0.0,1265793.0395000004
43,Ipoh Coffee,46.0,17,10,0,20,Leka Trading,Singapore,Singapore,10458,36.8,20,0.0,1265793.0395000004
56,Gnocchi di nonna Alice,38.0,21,10,0,26,Pasta Buttini s.r.l.,Salerno,Italy,10458,30.4,15,0.0,1265793.0395000004
71,Flotemysost,21.5,26,0,0,15,Norske Meierier,Sandvika,Norway,10458,17.2,50,0.0,1265793.0395000004
7,Uncle Bob's Organic Dried Pears,30.0,15,0,0,3,Grandma Kelly's Homestead,Ann Arbor,USA,10459,24.0,16,0.05,1265793.0395000004
46,Spegesild,12.0,95,0,0,21,Lyngbysild,Lyngby,Denmark,10459,9.6,20,0.05,1265793.0395000004
72,Mozzarella di Giovanni,34.8,14,0,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10459,27.8,40,0.0,1265793.0395000004
68,Scottish Longbreads,12.5,6,10,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10460,10.0,21,0.25,1265793.0395000004
75,Rhönbräu Klosterbier,7.75,125,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10460,6.2,4,0.25,1265793.0395000004
21,Sir Rodney's Scones,10.0,3,40,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10461,8.0,40,0.25,1265793.0395000004
30,Nord-Ost Matjeshering,25.89,10,0,0,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Cuxhaven,Germany,10461,20.7,28,0.25,1265793.0395000004
55,Pâté chinois,24.0,115,0,0,25,Ma Maison,Montréal,Canada,10461,19.2,60,0.25,1265793.0395000004
13,Konbu,6.0,24,0,0,6,Mayumi's,Osaka,Japan,10462,4.8,1,0.0,1265793.0395000004
23,Tunnbröd,9.0,61,0,0,9,PB Knäckebröd AB,Göteborg,Sweden,10462,7.2,21,0.0,1265793.0395000004
19,Teatime Chocolate Biscuits,9.2,25,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10463,7.3,21,0.0,1265793.0395000004
42,Singaporean Hokkien Fried Mee,14.0,26,0,1,20,Leka Trading,Singapore,Singapore,10463,11.2,50,0.0,1265793.0395000004
4,Chef Anton's Cajun Seasoning,22.0,53,0,0,2,New Orleans Cajun Delights,New Orleans,USA,10464,17.6,16,0.2,1265793.0395000004
43,Ipoh Coffee,46.0,17,10,0,20,Leka Trading,Singapore,Singapore,10464,36.8,3,0.0,1265793.0395000004
56,Gnocchi di nonna Alice,38.0,21,10,0,26,Pasta Buttini s.r.l.,Salerno,Italy,10464,30.4,30,0.2,1265793.0395000004
60,Camembert Pierrot,34.0,19,0,0,28,Gai pâturage,Annecy,France,10464,27.2,20,0.0,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10465,3.6,25,0.0,1265793.0395000004
29,Thüringer Rostbratwurst,123.79,0,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10465,99.0,18,0.1,1265793.0395000004
40,Boston Crab Meat,18.4,123,0,0,19,New England Seafood Cannery,Boston,USA,10465,14.7,20,0.0,1265793.0395000004
45,Rogede sild,9.5,5,70,0,21,Lyngbysild,Lyngby,Denmark,10465,7.6,30,0.1,1265793.0395000004
50,Valkoinen suklaa,16.25,65,0,0,23,Karkki Oy,Lappeenranta,Finland,10465,13.0,25,0.0,1265793.0395000004
11,Queso Cabrales,21.0,22,30,0,5,Cooperativa de Quesos 'Las Cabras',Oviedo,Spain,10466,16.8,10,0.0,1265793.0395000004
46,Spegesild,12.0,95,0,0,21,Lyngbysild,Lyngby,Denmark,10466,9.6,5,0.0,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10467,3.6,28,0.0,1265793.0395000004
25,NuNuCa Nuß-Nougat-Creme,14.0,76,0,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,10467,11.2,12,0.0,1265793.0395000004
30,Nord-Ost Matjeshering,25.89,10,0,0,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Cuxhaven,Germany,10468,20.7,8,0.0,1265793.0395000004
43,Ipoh Coffee,46.0,17,10,0,20,Leka Trading,Singapore,Singapore,10468,36.8,15,0.0,1265793.0395000004
2,Chang,19.0,17,40,1,1,Exotic Liquids,London,UK,10469,15.2,40,0.15,1265793.0395000004
16,Pavlova,17.45,29,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10469,13.9,35,0.15,1265793.0395000004
44,Gula Malacca,19.45,27,0,0,20,Leka Trading,Singapore,Singapore,10469,15.5,2,0.15,1265793.0395000004
18,Carnarvon Tigers,62.5,42,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10470,50.0,30,0.0,1265793.0395000004
23,Tunnbröd,9.0,61,0,0,9,PB Knäckebröd AB,Göteborg,Sweden,10470,7.2,15,0.0,1265793.0395000004
64,Wimmers gute Semmelknödel,33.25,22,80,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10470,26.6,8,0.0,1265793.0395000004
7,Uncle Bob's Organic Dried Pears,30.0,15,0,0,3,Grandma Kelly's Homestead,Ann Arbor,USA,10471,24.0,30,0.0,1265793.0395000004
56,Gnocchi di nonna Alice,38.0,21,10,0,26,Pasta Buttini s.r.l.,Salerno,Italy,10471,30.4,20,0.0,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10472,3.6,80,0.05,1265793.0395000004
51,Manjimup Dried Apples,53.0,20,0,0,24,"G'day, Mate",Sydney,Australia,10472,42.4,18,0.0,1265793.0395000004
33,Geitost,2.5,112,0,0,15,Norske Meierier,Sandvika,Norway,10473,2.0,12,0.0,1265793.0395000004
71,Flotemysost,21.5,26,0,0,15,Norske Meierier,Sandvika,Norway,10473,17.2,12,0.0,1265793.0395000004
14,Tofu,23.25,35,0,0,6,Mayumi's,Osaka,Japan,10474,18.6,12,0.0,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10474,36.4,18,0.0,1265793.0395000004
40,Boston Crab Meat,18.4,123,0,0,19,New England Seafood Cannery,Boston,USA,10474,14.7,21,0.0,1265793.0395000004
75,Rhönbräu Klosterbier,7.75,125,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10474,6.2,10,0.0,1265793.0395000004
31,Gorgonzola Telino,12.5,0,70,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10475,10.0,35,0.15,1265793.0395000004
66,Louisiana Hot Spiced Okra,17.0,4,100,0,2,New Orleans Cajun Delights,New Orleans,USA,10475,13.6,60,0.15,1265793.0395000004
76,Lakkalikööri,18.0,57,0,0,23,Karkki Oy,Lappeenranta,Finland,10475,14.4,42,0.15,1265793.0395000004
55,Pâté chinois,24.0,115,0,0,25,Ma Maison,Montréal,Canada,10476,19.2,2,0.05,1265793.0395000004
70,Outback Lager,15.0,15,10,0,7,"Pavlova, Ltd.",Melbourne,Australia,10476,12.0,12,0.0,1265793.0395000004
1,Chai,18.0,39,0,1,8,"Specialty Biscuits, Ltd.",Manchester,UK,10477,14.4,15,0.0,1265793.0395000004
21,Sir Rodney's Scones,10.0,3,40,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10477,8.0,21,0.25,1265793.0395000004
39,Chartreuse verte,18.0,69,0,0,18,Aux joyeux ecclésiastiques,Paris,France,10477,14.4,20,0.25,1265793.0395000004
10,Ikura,31.0,31,0,0,4,Tokyo Traders,Tokyo,Japan,10478,24.8,20,0.05,1265793.0395000004
38,Côte de Blaye,263.5,17,0,0,18,Aux joyeux ecclésiastiques,Paris,France,10479,210.8,30,0.0,1265793.0395000004
53,Perth Pasties,32.8,0,0,1,24,"G'day, Mate",Sydney,Australia,10479,26.2,28,0.0,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10479,44.0,60,0.0,1265793.0395000004
64,Wimmers gute Semmelknödel,33.25,22,80,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10479,26.6,30,0.0,1265793.0395000004
47,Zaanse koeken,9.5,36,0,0,22,Zaanse Snoepfabriek,Zaandam,Netherlands,10480,7.6,30,0.0,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10480,44.0,12,0.0,1265793.0395000004
49,Maxilaku,20.0,10,60,0,23,Karkki Oy,Lappeenranta,Finland,10481,16.0,24,0.0,1265793.0395000004
60,Camembert Pierrot,34.0,19,0,0,28,Gai pâturage,Annecy,France,10481,27.2,40,0.0,1265793.0395000004
40,Boston Crab Meat,18.4,123,0,0,19,New England Seafood Cannery,Boston,USA,10482,14.7,10,0.0,1265793.0395000004
34,Sasquatch Ale,14.0,111,0,0,16,Bigfoot Breweries,Bend,USA,10483,11.2,35,0.05,1265793.0395000004
77,Original Frankfurter grüne Soße,13.0,32,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10483,10.4,30,0.05,1265793.0395000004
21,Sir Rodney's Scones,10.0,3,40,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10484,8.0,14,0.0,1265793.0395000004
40,Boston Crab Meat,18.4,123,0,0,19,New England Seafood Cannery,Boston,USA,10484,14.7,10,0.0,1265793.0395000004
51,Manjimup Dried Apples,53.0,20,0,0,24,"G'day, Mate",Sydney,Australia,10484,42.4,3,0.0,1265793.0395000004
2,Chang,19.0,17,40,1,1,Exotic Liquids,London,UK,10485,15.2,20,0.1,1265793.0395000004
3,Aniseed Syrup,10.0,13,70,0,1,Exotic Liquids,London,UK,10485,8.0,20,0.1,1265793.0395000004
55,Pâté chinois,24.0,115,0,0,25,Ma Maison,Montréal,Canada,10485,19.2,30,0.1,1265793.0395000004
70,Outback Lager,15.0,15,10,0,7,"Pavlova, Ltd.",Melbourne,Australia,10485,12.0,60,0.1,1265793.0395000004
11,Queso Cabrales,21.0,22,30,0,5,Cooperativa de Quesos 'Las Cabras',Oviedo,Spain,10486,16.8,5,0.0,1265793.0395000004
51,Manjimup Dried Apples,53.0,20,0,0,24,"G'day, Mate",Sydney,Australia,10486,42.4,25,0.0,1265793.0395000004
74,Longlife Tofu,10.0,4,20,0,4,Tokyo Traders,Tokyo,Japan,10486,8.0,16,0.0,1265793.0395000004
19,Teatime Chocolate Biscuits,9.2,25,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10487,7.3,5,0.0,1265793.0395000004
26,Gumbär Gummibärchen,31.23,15,0,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,10487,24.9,30,0.0,1265793.0395000004
54,Tourtière,7.45,21,0,0,25,Ma Maison,Montréal,Canada,10487,5.9,24,0.25,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10488,44.0,30,0.0,1265793.0395000004
73,Röd Kaviar,15.0,101,0,0,17,Svensk Sjöföda AB,Stockholm,Sweden,10488,12.0,20,0.2,1265793.0395000004
11,Queso Cabrales,21.0,22,30,0,5,Cooperativa de Quesos 'Las Cabras',Oviedo,Spain,10489,16.8,15,0.25,1265793.0395000004
16,Pavlova,17.45,29,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10489,13.9,18,0.0,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10490,44.0,60,0.0,1265793.0395000004
68,Scottish Longbreads,12.5,6,10,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10490,10.0,30,0.0,1265793.0395000004
75,Rhönbräu Klosterbier,7.75,125,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10490,6.2,36,0.0,1265793.0395000004
44,Gula Malacca,19.45,27,0,0,20,Leka Trading,Singapore,Singapore,10491,15.5,15,0.15,1265793.0395000004
77,Original Frankfurter grüne Soße,13.0,32,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10491,10.4,7,0.15,1265793.0395000004
25,NuNuCa Nuß-Nougat-Creme,14.0,76,0,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,10492,11.2,60,0.05,1265793.0395000004
42,Singaporean Hokkien Fried Mee,14.0,26,0,1,20,Leka Trading,Singapore,Singapore,10492,11.2,20,0.05,1265793.0395000004
65,Louisiana Fiery Hot Pepper Sauce,21.05,76,0,0,2,New Orleans Cajun Delights,New Orleans,USA,10493,16.8,15,0.1,1265793.0395000004
66,Louisiana Hot Spiced Okra,17.0,4,100,0,2,New Orleans Cajun Delights,New Orleans,USA,10493,13.6,10,0.1,1265793.0395000004
69,Gudbrandsdalsost,36.0,26,0,0,15,Norske Meierier,Sandvika,Norway,10493,28.8,10,0.1,1265793.0395000004
56,Gnocchi di nonna Alice,38.0,21,10,0,26,Pasta Buttini s.r.l.,Salerno,Italy,10494,30.4,30,0.0,1265793.0395000004
23,Tunnbröd,9.0,61,0,0,9,PB Knäckebröd AB,Göteborg,Sweden,10495,7.2,10,0.0,1265793.0395000004
41,Jack's New England Clam Chowder,9.65,85,0,0,19,New England Seafood Cannery,Boston,USA,10495,7.7,20,0.0,1265793.0395000004
77,Original Frankfurter grüne Soße,13.0,32,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10495,10.4,5,0.0,1265793.0395000004
31,Gorgonzola Telino,12.5,0,70,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10496,10.0,20,0.05,1265793.0395000004
56,Gnocchi di nonna Alice,38.0,21,10,0,26,Pasta Buttini s.r.l.,Salerno,Italy,10497,30.4,14,0.0,1265793.0395000004
72,Mozzarella di Giovanni,34.8,14,0,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10497,27.8,25,0.0,1265793.0395000004
77,Original Frankfurter grüne Soße,13.0,32,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10497,10.4,25,0.0,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10498,4.5,14,0.0,1265793.0395000004
40,Boston Crab Meat,18.4,123,0,0,19,New England Seafood Cannery,Boston,USA,10498,18.4,5,0.0,1265793.0395000004
42,Singaporean Hokkien Fried Mee,14.0,26,0,1,20,Leka Trading,Singapore,Singapore,10498,14.0,30,0.0,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10499,45.6,20,0.0,1265793.0395000004
49,Maxilaku,20.0,10,60,0,23,Karkki Oy,Lappeenranta,Finland,10499,20.0,25,0.0,1265793.0395000004
15,Genen Shouyu,13.0,39,0,0,6,Mayumi's,Osaka,Japan,10500,15.5,12,0.05,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10500,45.6,8,0.05,1265793.0395000004
54,Tourtière,7.45,21,0,0,25,Ma Maison,Montréal,Canada,10501,7.45,20,0.0,1265793.0395000004
45,Rogede sild,9.5,5,70,0,21,Lyngbysild,Lyngby,Denmark,10502,9.5,21,0.0,1265793.0395000004
53,Perth Pasties,32.8,0,0,1,24,"G'day, Mate",Sydney,Australia,10502,32.8,6,0.0,1265793.0395000004
67,Laughing Lumberjack Lager,14.0,52,0,0,16,Bigfoot Breweries,Bend,USA,10502,14.0,30,0.0,1265793.0395000004
14,Tofu,23.25,35,0,0,6,Mayumi's,Osaka,Japan,10503,23.25,70,0.0,1265793.0395000004
65,Louisiana Fiery Hot Pepper Sauce,21.05,76,0,0,2,New Orleans Cajun Delights,New Orleans,USA,10503,21.05,20,0.0,1265793.0395000004
2,Chang,19.0,17,40,1,1,Exotic Liquids,London,UK,10504,19.0,12,0.0,1265793.0395000004
21,Sir Rodney's Scones,10.0,3,40,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10504,10.0,12,0.0,1265793.0395000004
53,Perth Pasties,32.8,0,0,1,24,"G'day, Mate",Sydney,Australia,10504,32.8,10,0.0,1265793.0395000004
61,Sirop d'érable,28.5,113,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10504,28.5,25,0.0,1265793.0395000004
62,Tarte au sucre,49.3,17,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10505,49.3,3,0.0,1265793.0395000004
25,NuNuCa Nuß-Nougat-Creme,14.0,76,0,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,10506,14.0,18,0.1,1265793.0395000004
70,Outback Lager,15.0,15,10,0,7,"Pavlova, Ltd.",Melbourne,Australia,10506,15.0,14,0.1,1265793.0395000004
43,Ipoh Coffee,46.0,17,10,0,20,Leka Trading,Singapore,Singapore,10507,46.0,15,0.15,1265793.0395000004
48,Chocolade,12.75,15,70,0,22,Zaanse Snoepfabriek,Zaandam,Netherlands,10507,12.75,15,0.15,1265793.0395000004
13,Konbu,6.0,24,0,0,6,Mayumi's,Osaka,Japan,10508,6.0,10,0.0,1265793.0395000004
39,Chartreuse verte,18.0,69,0,0,18,Aux joyeux ecclésiastiques,Paris,France,10508,18.0,10,0.0,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10509,45.6,3,0.0,1265793.0395000004
29,Thüringer Rostbratwurst,123.79,0,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10510,123.79,36,0.0,1265793.0395000004
75,Rhönbräu Klosterbier,7.75,125,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10510,7.75,36,0.1,1265793.0395000004
4,Chef Anton's Cajun Seasoning,22.0,53,0,0,2,New Orleans Cajun Delights,New Orleans,USA,10511,22.0,50,0.15,1265793.0395000004
7,Uncle Bob's Organic Dried Pears,30.0,15,0,0,3,Grandma Kelly's Homestead,Ann Arbor,USA,10511,30.0,50,0.15,1265793.0395000004
8,Northwoods Cranberry Sauce,40.0,6,0,0,3,Grandma Kelly's Homestead,Ann Arbor,USA,10511,40.0,10,0.15,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10512,4.5,10,0.15,1265793.0395000004
46,Spegesild,12.0,95,0,0,21,Lyngbysild,Lyngby,Denmark,10512,12.0,9,0.15,1265793.0395000004
47,Zaanse koeken,9.5,36,0,0,22,Zaanse Snoepfabriek,Zaandam,Netherlands,10512,9.5,6,0.15,1265793.0395000004
60,Camembert Pierrot,34.0,19,0,0,28,Gai pâturage,Annecy,France,10512,34.0,12,0.15,1265793.0395000004
21,Sir Rodney's Scones,10.0,3,40,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10513,10.0,40,0.2,1265793.0395000004
32,Mascarpone Fabioli,32.0,9,40,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10513,32.0,50,0.2,1265793.0395000004
61,Sirop d'érable,28.5,113,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10513,28.5,15,0.2,1265793.0395000004
20,Sir Rodney's Marmalade,81.0,40,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10514,81.0,39,0.0,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10514,45.6,35,0.0,1265793.0395000004
56,Gnocchi di nonna Alice,38.0,21,10,0,26,Pasta Buttini s.r.l.,Salerno,Italy,10514,38.0,70,0.0,1265793.0395000004
65,Louisiana Fiery Hot Pepper Sauce,21.05,76,0,0,2,New Orleans Cajun Delights,New Orleans,USA,10514,21.05,39,0.0,1265793.0395000004
75,Rhönbräu Klosterbier,7.75,125,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10514,7.75,50,0.0,1265793.0395000004
9,Mishi Kobe Niku,97.0,29,0,1,4,Tokyo Traders,Tokyo,Japan,10515,97.0,16,0.15,1265793.0395000004
16,Pavlova,17.45,29,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10515,17.45,50,0.0,1265793.0395000004
27,Schoggi Schokolade,43.9,49,0,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,10515,43.9,120,0.0,1265793.0395000004
33,Geitost,2.5,112,0,0,15,Norske Meierier,Sandvika,Norway,10515,2.5,16,0.15,1265793.0395000004
60,Camembert Pierrot,34.0,19,0,0,28,Gai pâturage,Annecy,France,10515,34.0,84,0.15,1265793.0395000004
18,Carnarvon Tigers,62.5,42,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10516,62.5,25,0.1,1265793.0395000004
41,Jack's New England Clam Chowder,9.65,85,0,0,19,New England Seafood Cannery,Boston,USA,10516,9.65,80,0.1,1265793.0395000004
42,Singaporean Hokkien Fried Mee,14.0,26,0,1,20,Leka Trading,Singapore,Singapore,10516,14.0,20,0.0,1265793.0395000004
52,Filo Mix,7.0,38,0,0,24,"G'day, Mate",Sydney,Australia,10517,7.0,6,0.0,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10517,55.0,4,0.0,1265793.0395000004
70,Outback Lager,15.0,15,10,0,7,"Pavlova, Ltd.",Melbourne,Australia,10517,15.0,6,0.0,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10518,4.5,5,0.0,1265793.0395000004
38,Côte de Blaye,263.5,17,0,0,18,Aux joyeux ecclésiastiques,Paris,France,10518,263.5,15,0.0,1265793.0395000004
44,Gula Malacca,19.45,27,0,0,20,Leka Trading,Singapore,Singapore,10518,19.45,9,0.0,1265793.0395000004
10,Ikura,31.0,31,0,0,4,Tokyo Traders,Tokyo,Japan,10519,31.0,16,0.05,1265793.0395000004
56,Gnocchi di nonna Alice,38.0,21,10,0,26,Pasta Buttini s.r.l.,Salerno,Italy,10519,38.0,40,0.0,1265793.0395000004
60,Camembert Pierrot,34.0,19,0,0,28,Gai pâturage,Annecy,France,10519,34.0,10,0.05,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10520,4.5,8,0.0,1265793.0395000004
53,Perth Pasties,32.8,0,0,1,24,"G'day, Mate",Sydney,Australia,10520,32.8,5,0.0,1265793.0395000004
35,Steeleye Stout,18.0,20,0,0,16,Bigfoot Breweries,Bend,USA,10521,18.0,3,0.0,1265793.0395000004
41,Jack's New England Clam Chowder,9.65,85,0,0,19,New England Seafood Cannery,Boston,USA,10521,9.65,10,0.0,1265793.0395000004
68,Scottish Longbreads,12.5,6,10,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10521,12.5,6,0.0,1265793.0395000004
1,Chai,18.0,39,0,1,8,"Specialty Biscuits, Ltd.",Manchester,UK,10522,18.0,40,0.2,1265793.0395000004
8,Northwoods Cranberry Sauce,40.0,6,0,0,3,Grandma Kelly's Homestead,Ann Arbor,USA,10522,40.0,24,0.0,1265793.0395000004
30,Nord-Ost Matjeshering,25.89,10,0,0,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Cuxhaven,Germany,10522,25.89,20,0.2,1265793.0395000004
40,Boston Crab Meat,18.4,123,0,0,19,New England Seafood Cannery,Boston,USA,10522,18.4,25,0.2,1265793.0395000004
17,Alice Mutton,39.0,0,0,1,7,"Pavlova, Ltd.",Melbourne,Australia,10523,39.0,25,0.1,1265793.0395000004
20,Sir Rodney's Marmalade,81.0,40,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10523,81.0,15,0.1,1265793.0395000004
37,Gravad lax,26.0,11,50,0,17,Svensk Sjöföda AB,Stockholm,Sweden,10523,26.0,18,0.1,1265793.0395000004
41,Jack's New England Clam Chowder,9.65,85,0,0,19,New England Seafood Cannery,Boston,USA,10523,9.65,6,0.1,1265793.0395000004
10,Ikura,31.0,31,0,0,4,Tokyo Traders,Tokyo,Japan,10524,31.0,2,0.0,1265793.0395000004
30,Nord-Ost Matjeshering,25.89,10,0,0,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Cuxhaven,Germany,10524,25.89,10,0.0,1265793.0395000004
43,Ipoh Coffee,46.0,17,10,0,20,Leka Trading,Singapore,Singapore,10524,46.0,60,0.0,1265793.0395000004
54,Tourtière,7.45,21,0,0,25,Ma Maison,Montréal,Canada,10524,7.45,15,0.0,1265793.0395000004
36,Inlagd Sill,19.0,112,0,0,17,Svensk Sjöföda AB,Stockholm,Sweden,10525,19.0,30,0.0,1265793.0395000004
